wav_file,label,transcription
Ses04M_script02_2_F010,2,twice is every time we ve tried . that s ever .
Ses03M_script03_2_M041,0,very amusing indeed .
Ses02F_script02_2_M045,1,shh . if we re very quiet the fish might come .
Ses02F_script02_2_M032,2, cause you know what you get carla ? you know what you get ? this .
Ses02F_script03_1_M023,1,come and kiss me darling before your body rots and worms pop in and out of your eye sockets .
Ses02F_script01_3_M032,2,and i felt what you said ashamed somehow cause nobody was changed at all . it seemed to make suckers out of a lot of guys . i felt wrong to be alive to open the new bank book drive the new car see the new refrigerator .
Ses02F_script02_1_M009,5,oh well sure .
Ses05M_script01_3_M012,4,why didn t you ?
Ses05F_impro06_M013,5,yeah .
Ses03M_script02_1_M014,1,god . oh you know what would be good right about now ? a six pack . a six pack would be just the ticket .
Ses02M_impro02_F011,2,it doesn t make any sense i don t know why we have to be at war in the first place .
Ses05M_impro05_F021,5, laughter okay . hold on .
Ses02M_script01_3_F009,1,i guess this is why i came .
Ses03M_impro01_M020,2,and i ll tell her how you ve been behaving .
Ses05M_impro01_F020,2,sir you re gonna have to go stand in the other line .
Ses05M_script01_3_M012,4,why didn t you ?
Ses05F_script03_1_F019,5,well what if one of us dies does the other laugh then ?
Ses04F_impro07_M050,1,that s right . um so u .s .c . is a really nice school .
Ses02F_impro08_F015,5,okay .
Ses02F_impro08_F013,5,so you will absolutely be in a high rated great hotel and we can make sure that it s in a area of town that you like as well .
Ses01M_script03_1_F008,1,oh . behave exquisitely . . .
Ses02F_impro01_F000,5,hi . excuse me . um i d like to put in this application for my registration .
Ses02M_impro01_M014,2,this is ridiculous . come on
Ses05M_script02_1_M001,1,what s that ? is that wait is that foam ? i can t even tell . oh actually i guess if i can t tell then it probably isn t it is it ? it will probably be unmistakable don t you think ?
Ses03F_impro07_F016,1, laughter . i m so excited joe . oh man i and i got in i got into the school of theatre so it s like 
Ses05M_script02_2_M024,0,well welcome to the human race . do you think this is what i had planned ? do you think that when i proposed that i had this great fantasy going that four years down the road we would end up arguing on the beach over some fish ?
Ses01M_script03_2_F015,0,don t be stupid what ?
Ses01F_impro04_M002,5,no . there s regular jobs on there .
Ses05F_impro04_M035,5,like what s your ideal job ? what do you want to do ?
Ses01M_script02_1_M028,0,people in kansas would have to get plane tickets and make hotel reservations to see this . it s only forty minutes away it s just too good to pass up .
Ses02M_script03_1_M006,3,what do we do if they suddenly walk in on us ?
Ses01F_script01_3_F030,2,aw geez .
Ses04F_impro01_M011,0,you re going to have to go back again .
Ses03M_impro03_F001,1,what ?
Ses04F_impro07_F033,1,i know .
Ses03F_script03_1_F002,3,i mean nobody knows we re here except for freda and she wouldn t ring up .
Ses05M_impro03_M011,1,and she s like she feels it you know and she doesn t know what it is . and she you know helps me get out and i won t let go of her hand . and she s like what are you doing ? i and said you saved my life now will you marry me ?
Ses04M_script03_2_M037,2,i think i mentioned once before that i ve only had three minute liquor glasses of brandy this whole evening . that s hardly enough to get a child of two drunk .
Ses01F_script03_1_F012,1,who s they ?
Ses04M_script03_1_M001,3,i wonder .
Ses01F_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses03M_script03_2_M004,0,you must admit he was in love with you .
Ses02M_script03_1_F003,1,now and always sweet .
Ses04F_impro08_F000,1,hello . thank you for calling dell taco corporate . can i help you ?
Ses04F_impro04_F014,0,i mean it s not like this is an
Ses01M_script02_2_F005,2,they re all told the same thing .
Ses01F_script03_2_F032,5,they are away in tunis .
Ses02F_script03_1_F002,3,what re we gonna do ?
Ses05F_impro03_F020,1,yeah . yeah of course .
Ses03F_script03_1_M013,1,ooh certainly you must . we re figures of fun all right .
Ses05F_script01_3_F024,5,do you still feel like that ?
Ses02F_script01_1_M012,2,we ve got to say it to him .
Ses04F_impro06_M012,5,yeah .
Ses01M_script02_1_F018,2,i don t know what you re so excited about . this isn t a moon landing we re talking about it s fish it s a fish nobody even eats .
Ses05M_script02_1_M022,2,yeah they do .
Ses02F_script01_1_M020,2,i ll go ahead with it ?
Ses03M_script03_2_M010,5,i ll have a little i think .
Ses05M_impro08_M020,5,well if it does happen again let me give you my direct number and you can call me . actually i ll give you my cell number . um it s 
Ses01F_script02_1_M030,4,for real ?
Ses02F_script03_1_F000,3,do you think it s them ?
Ses05M_impro04_F017,5,yeah . that might be something you want to look at . i mean 
Ses04M_script03_1_M004,1,i don t care then .
Ses01M_script01_1_F000,2,what he s going to say ?
Ses04F_impro06_M005,2,you know it s inevitable and i mean honestly it s it s almost like
Ses01F_impro05_M007,5,all right okay . and you lost your bag ? is that that the issue ?
Ses01F_impro04_M023,5,i just you know think you should try a little harder maybe .
Ses04M_script01_1_M016,2,alright alright alright . listen . you know why i asked annie here don t you ?
Ses05F_script03_2_F008,2,i m growing quite tired and bored of this conversation .
Ses05M_script03_1_F000,3,do you think it s them ?
Ses04M_impro07_M020,1,umm and i m going to check out school and get you know check out the courses
Ses01M_script02_1_F002,4,what flashlight ?
Ses04F_script02_2_F046,1,i m beginning to think you might be right . i think this may be the spot after all . augie i m sorry .
Ses02F_script03_1_F017,5,well what happens if one of us dies ? i mean does the one that s left still laugh ?
Ses01M_script01_3_M001,1,you re not sorry you came ?
Ses02M_script02_2_F037,1,don t be ridiculous . i mean don t you know that ?
Ses04M_script02_2_M031,0,and we ll have three fat rosy kids and ha ha ha baby the joke s on us cause you know what you get carla ? you know what you get ? this .
Ses05F_impro03_F051,1,two artists though . we re bound to be poor forever .
Ses02M_script02_2_F005,0,goddamn it augie don t ask me that . i hate it when you ask me that . you always ask me that . it s insulting .
Ses04M_script02_1_M028,1,no it s just seaweed isn t it ? oh man this is great . i wouldn t miss this for anything . i mean think about this . i know you re not interested but just think about this for a minute .
Ses03F_impro06_F027,2,kelly . kelly uveny .
Ses05F_impro03_M060,1, laughter 
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses03M_script02_1_M002,1,you know actually i wanted to go a little further up the coast and get away from all the lights and people but i was afraid you d miss it . how are you doing ?
Ses04M_impro08_M004,5,okay .
Ses04F_impro07_M044,5,okay . putt putt golfing ?
Ses01M_impro06_F011,5,yeah .
Ses04M_impro07_M042,5, cause you know i mean it s like if i ever want to go south of campus
Ses03M_impro01_F003,5,no . you filled out the back part . you were supposed to fill out the front portion only .
Ses01M_script01_1_M013,2,for god s sake three years ? nobody comes back after three years . it s insane .
Ses04M_impro05_M002,2,lost my luggage . your airline 
Ses02M_script01_1_F035,0,must you be inspired ?
Ses01F_script03_2_M005,2,well you let him kiss you huh ? you said you did .
Ses05F_impro06_F006,2,it s hard to watch when it s painful for them you know .
Ses05M_script03_1_M002,3,must be them then ?
Ses05M_script01_1_F022,0,from your father s point of view he s not dead and she s still his girl . now you can go on from there if you know where to go chris but i don t know . so what can i do for you ?
Ses03M_impro07_M005,1,i got into the . . .
Ses03M_impro08a_F003,2,this is my business . this is how i make money is through my phone . it needs to be working . can you please help me ?
Ses01M_script03_1_M003,3,we re okay right darling ? whatever happens we re okay ?
Ses05M_impro03_F018,1,yes .
Ses03M_impro06_F011,2,we re all here for you .
Ses02F_script02_1_M033,5,we weren t in a good spot .
Ses03M_script02_2_F016,0,no we won t . i mean god this isn t about the fish augie .
Ses03F_impro07_F034,1, laughter . no you d get used to it .
Ses04M_script01_1_F008,4,what ?
Ses01F_impro05_F018,0,do you understand who my husband is ?
Ses03F_impro08_F008,5,but i m going to definitely have to uh get your contact information
Ses02M_script03_1_M000,3,good god .
Ses03M_script01_1_M008,2,being dishonest with him . that kind of thing always pays off and now it s paying off .
Ses05M_impro08_F021,4,wow . that would be amazing . really ?
Ses02M_script03_2_M027,0,no restraint at all very enjoyable never had much anyhow .
Ses03M_impro08a_F035,2,what are you what are you a police officer now ? you know like i m done i m over it . goodbye and i hope that you lose your job .
Ses02F_script03_2_M012,2,you can hardly call three liquor glasses in a whole evening going on and on and on .
Ses01M_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses01M_script02_2_F006,2,everybody is believes that it keeps them excited you know it keeps them coming back for more .
Ses01F_impro06_F007,2,so i was like wandering around before . it takes forever to find her headstone i always lose it . you know .
Ses04M_script01_1_M013,0,we ve gotta say it to him .
Ses03M_impro08b_F005,0,yeah yeah yeah you better be sorry .
Ses05M_impro08_F016,5,okay .
Ses02M_impro03_M028,1,sure . oh yes .
Ses05F_script01_1_F021,2,i ignore what i got to ignore . the girl is larry s girl .
Ses01F_script03_1_M007,1,no . wrong number . laughter 
Ses03M_impro02_F004,4,where ? who ? what are you talking about ?
Ses05F_impro05_M053,5,you have a wonderful day .
Ses03F_script01_1_M037,2,i grew up with her . okay . all these years when i think of someone i want to be my wife i think of annie . what do you want a diagram ?
Ses03F_script01_3_M036,2,everything was being destroyed see but there was one new thing that was being created . a kind of responsibility man for man . you understand me ?
Ses02M_impro03_F018,1,are your parents excited or . . . ?
Ses01F_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses04F_impro05_M005,2,ma am i understand that .
Ses01F_script03_2_M026,0,i think i mentioned once before that i ve had three minute liquor glasses the whole evening long . a child of two cannot get drunk on that .
Ses03M_impro04_F007,2,yeah .
Ses04M_impro04_F010,4,excuse me ?
Ses03F_script01_3_M017,4,why didn t you ?
Ses03F_script02_1_M018,4,what ? are you kidding me ? we just got here . we d miss it . what s the point of coming down there if we just turn around and go home ?
Ses04M_impro02_M007,2,i know that . i know that . i know that .
Ses02M_script03_1_M008,1,things that ought to matter dreadfully don t matter at all when one s is happy do they ?
Ses01M_impro01_M026,2,okay okay let s keep our voices down okay ? i didn t come here to get in yelling match .
Ses03F_impro01_F011,2, laughter 
Ses05F_impro05_F007,5,well i can t leave without it . i mean could you find out ?
Ses04M_script03_2_F025,2,it doesn t seem to have worked such wonders with you .
Ses05M_impro06_M011,2,and now i don t have that person anymore you know . and it s it s just you .
Ses01F_script01_1_M039,5,on this i would .
Ses04M_script02_2_M041,1,shh . if we re very quiet the fish might come .
Ses02M_impro02_M018,2,i want you to you know take lots of video pictures and i can see you when i get back or while i m there . i m going to miss you .
Ses04M_script03_2_F045,0,stop .
Ses03F_script02_1_M003,1,oh is that is that now is that just foam uhh i can t even tell .
Ses03F_script02_2_F000,5,about what ?
Ses01F_script01_3_F004,5,for one thing your mother much as told me to go .
Ses02M_impro01_F013,2,i m sorry but there is a lot of people waiting so you re just going to have to get in line again .
Ses03F_script03_1_F003,3,what are we to do ?
Ses03M_script01_2_F017,2,look it was just last week that detroit some boy came back he had been away longer than larry you can read it for yourself . you above all people have got to believe .
Ses02M_script02_1_M022,4,why not ?
Ses05M_script01_1b_F034,0,you don t want to think like that .
Ses03M_impro05a_M007,0,god .
Ses03F_impro02_M014,2,i have to work .
Ses01F_script01_3_M020,1,i kissed you .
Ses01F_script03_1_M000,3,good god .
Ses05M_impro02_F019,3,i mean i i know that you re a good soldier but not everybody else is . and what if
Ses01M_script03_1_F001,3,freda is the only one who knows we are here . she wouldn t ring up .
Ses04F_script03_1_M002,3,it must be them then .
Ses05F_impro07_F036,1,let s go tomorrow .
Ses01F_impro05_F015,0,do you have any idea fifty dollars ? that s supposed to replace everything that i have ? do you understand how much i have packed in there ? not only does it have sentimental value it can t be replaced like that . it was incredibly expensive .
Ses04F_script02_2_F037,2,i know you are augie . really i do . i know you wanted this to be special and nice and it s the full moon and the sand and all but i just couldn t help thinking about being somewhere else .
Ses02M_script03_1_F027,1,the manager came in and found us rolling around on the floor biting and scratching like panthers .
Ses05F_script03_1_M006,3,oh what shall we do if they suddenly walk in on us ?
Ses05M_impro02_F019,3,i mean i i know that you re a good soldier but not everybody else is . and what if
Ses01M_script01_1_M008,2,i don t know the meaning of it . but i know we ve made terrible mistake with father .
Ses01F_impro05_M011,5,we ve mistakenly lost your baggage . we re very sorry . on behalf of jet blue i would like to apologize for any inconvenience . i am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us . i m very sorry once again . . .
Ses05F_script02_2_F010,2,no we won t . augie it s like waiting for santa claus to come . i feel like i am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up .
Ses04M_script01_2_F018,0,you above all have got to believe . you .
Ses03M_impro03_F002,4,shut up . oh my god . really ? just like that ? you just asked the question and what . . .how did you ask ?
Ses02M_impro08_M002,5,right . no yes i know . it is it is a little frustrating .
Ses02F_impro07_F020,1,you know what i mean ? like it s like exactly what i want .
Ses04M_script01_2_M013,2,but kate 
Ses02F_impro05_M015,5,probably even talk to 
Ses01F_impro07_M012,5,is this a masters or a p .h .d . ? or can you . . . ? nice
Ses01M_impro03_F007,1, laughter why did she pick you ? where were you ?
Ses05M_script03_1_F005,1,oh it sent shivers up my spine .
Ses03M_script01_1_F002,4,when ?
Ses05M_impro02_F002,3,what ? no you can t !
Ses03M_impro08a_M004,5,olivia . um . okay . so how long has this problem been ?
Ses02M_impro08_M020,5,uh ha i mean usually sites are pretty well protected but sometimes i mean information gets out so
Ses04M_script03_1_M002,3,it must be them then .
Ses01M_script01_1_F001,4,when ?
Ses03M_impro04_M034,2,go out and take over the world by yourself and i m like what ?
Ses02M_impro07_F029,1,so congratulations . that s awesome .
Ses04M_script01_1_F020,2,i m just saying .
Ses03F_script02_1_M030,4,for real ?
Ses03M_script01_3_M002,4,why ?
Ses02M_script02_1_F020,5,that s the wind .
Ses05M_impro08_F025,1,yeah accountability . it s awesome .
Ses05F_impro01_F003,2,what i mean what . . . what s the difference ? what do i need to do there that i can t do here ?
Ses04M_script02_1_F003,0,it s ours . it s mine too .
Ses04F_script01_1_F022,0,i ignore what i got to ignore . the girl is larry s girl .
Ses04F_script02_1_M021,1,think about the people in kansas . they d have to get plane tickets and hotel reservations to come see this . we re just forty minutes away . it s too good to pass up .
Ses03M_script01_1_F001,4,what do you mean . he couldn t have seen it . i was the first one up he was still in bed .
Ses04F_script01_2_F005,0,what s going on here joe ?
Ses03F_script03_2_F018,0,no it isn t .
Ses03F_script03_1_F026,1,the manager came in and found us rolling on the floor and biting and scratching like panthers . laughter 
Ses01M_impro01_F010,2,you have a birth certificate ?
Ses03M_impro03_F026,1,sure ? who says sure ? you say yes . . .i don t like 
Ses04F_script02_1_F002,2,it s not yours .
Ses05F_script03_1_M007,1,with the most perfect poise .
Ses02F_script01_1_M024,2,i don t know why but every time i reach out for something that i want i have to pull back cause someone else will suffer . my whole bloody life . time after time after time .
Ses02M_impro01_M022,2,this is ridiculous .
Ses04F_impro02_M017,2,look i m just telling you that you don t have to go .
Ses02M_script03_2_M047,0,i wouldn t marry you again if you came to me on your bended knees . you re a evil minded little vampire . i hope to god i never see you again as long as i live .
Ses05M_impro04_M010,5,right .
Ses05M_impro02_F019,3,i mean i i know that you re a good soldier but not everybody else is . and what if
Ses05M_impro08_M003,5,okay .
Ses02M_impro08_M024,5,yeah . yeah .
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses04M_script03_1_F002,3,what are we to do ?
Ses03F_script03_1_F003,3,what are we to do ?
Ses03M_impro04_M011,2,i don t want to do engineering though . it s so . . .i had the internship what last summer 
Ses05F_script03_2_M010,5,i ll have a little i think .
Ses04M_impro08_F019,4,really ?
Ses01F_script02_1_F000,5,fine .
Ses02F_impro08_F006,5,um lots of purchases but we re gonna go ahead and give that to you anyway . uh just to make sure that you re happy with your service here .
Ses02F_impro07_F037,1,thanks .
Ses02F_script02_2_F007,2,for heaven sake we re not going to see the grunions .
Ses01M_impro06_F010,5,oh . really fast ? oh .
Ses05F_impro05_M027,2,ma am international flights are not cheap and there s many reasons for that . it does not have solely to do with your baggage or 
Ses04M_impro05_F039,2,and i m looking forward to that . however i can t do that . i would lose my job .
Ses03F_impro06_M005,2,and he just got that baseball scholarship .
Ses05F_script03_2_F022,5,yes i did quite a bit .
Ses04F_impro07_F004,1,well yeah that s the general idea . laughter 
Ses04M_impro03_F015,1,it s so exciting . what s the ring look like ?
Ses05F_script02_2_F009,2,twice is every time we tried that s ever .
Ses02F_script02_2_F011,0,i mean i feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up . and the fish won t show up .
Ses05F_impro04_M041,5,okay . okay i ll call some people .
Ses05F_script03_2_F019,0,adder don t snap they sting .
Ses05F_script03_2_F006,5,well i he got a lot of pleasure out of it and it didn t hurt me .
Ses03M_impro05b_F011,5,well we can give you um hotel lodging for a night if that 
Ses01M_script03_1_M001,3,i wonder .
Ses03M_script01_1_M012,0,that we haven t had any hope for years now ?
Ses02M_impro08_F028,1,well thank you so much . you ve been very helpful . i really appreciate it .
Ses05M_script03_1_F011,5,don t laugh at me . i m serious .
Ses01M_script02_2_M052,1,shh . . .
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses01M_impro01_F012,0,probably .
Ses02F_impro06_M006,5,it s okay .
Ses01M_script01_3_M033,2,you know that they were bringing something on to this earth a kind of sacrifice you know .
Ses02F_script03_2_M030,0,we could get a good debate going about this don t you think ? intemperate tots .
Ses03M_impro08a_F019,2,every phone . . .every single phone company ?
Ses05M_impro03_F021,1,oh my gosh . you told your parents already ? and everything
Ses02M_impro02_F014,2,i ll miss you too .
Ses04M_impro05_F014,2,we only cover fifty do 
Ses03M_impro06_M028,2,working for corporate america ? wow .
Ses01M_script03_2_F034,0,turn it on again please .
Ses04M_script01_1_F018,0,what do you want me to do ? you re old enough to know your own mind .
Ses03F_script01_2_M011,0,all right . all right . calm yourself .
Ses05F_script02_1_M033,1,they are swimming right now as if it s the only thing that matters . it s it s single mindedness with no mind urgency that s pure urge . it s they don t know what drives them . they they don t give any name or ask any question . they just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death . god it s giving me goose bumps all over my hairs on my arm . popping up .
Ses03F_script01_3_M018,1,you felt something that far back ?
Ses04M_impro05_M013,2,but what i m telling you is that s what you re going to do .
Ses04F_script01_2_F006,0,no line .
Ses01F_impro04_M015,5,no . you can or you can just bring it in person . but they need generally something to see you know what kind of what that you ve done what kind of 
Ses02F_script03_1_M007,5,with the most perfect poise ?
Ses05F_script03_1_M006,3,oh what shall we do if they suddenly walk in on us ?
Ses02M_impro01_M013,2,i ve been waiting for three hours .
Ses04M_script03_1_F018,1,well that s serious enough isn t it ?
Ses04M_impro05_F018,2,we really we want to work with you . we really we want to help .
Ses04M_impro06_M012,2,i mean it s just not fair . like i don t know . why people 
Ses04M_impro02_M032,2,where i m going is not the safest place on the earth . okay .
Ses05F_impro03_F009,1,yeah .
Ses01M_impro03_F013,1,yeah .
Ses02F_impro04_M009,5,but you gotta . otherwise what is what s your other option ?
Ses04F_script03_2_F044,0,i d rather die in torment . beast . brute . calf swine .
Ses04F_impro08_M027,2,send me to whatever operator . i just you know what ? i m just done . i m just done . i ve lost all hope .
Ses05F_script01_1_M024,2,i don t know why it is . but every time i reach out for something i want i have to pull back because other people will suffer . my whole bloody life time after time after time .
Ses01F_script01_3_M036,2,and i didn t want any of it . i guess that included you .
Ses02M_script03_2_M023,2,they snap .
Ses04F_script01_1_F011,0,what do you want to do argue with him ?
Ses03M_script01_3_M008,1,i mean that s the reason why i asked you here .
Ses01M_impro04_F023,5, breathing 
Ses03M_impro01_F017,2,sir 
Ses03M_script03_2_M045,0,shut up . shut up . i would i would never marry you again if you came crawling back to me on your hands and knees because you re an evil minded little vampire and i hope to god i never see you again .
Ses01F_impro05_M000,5,hi . thanks for waiting .
Ses01M_script01_1_F019,2,well that s only your business chris .
Ses01M_script03_1_M003,3,we re okay right darling ? whatever happens we re okay ?
Ses02M_impro03_F003,1,oh my gosh . well and did
Ses03F_impro07_M018,4,oh my god . that s i heard it s top five in the grauman scale or something .
Ses03M_impro06_F000,2,how s it going ? how are you feeling ?
Ses04M_impro07_F001,4,really ?
Ses04F_script02_2_F039,2,for heaven s sake whatever i m doing i d rather be doing it with you .
Ses01M_script02_2_M022,5,wait a minute i ve got it .
Ses04F_impro03_F001,1,it s really exciting . don t you want to guess ?
Ses04F_script01_1_M009,0,you know that larry s not coming back and i know it . why do we allow him to go on thinking that we believe with him ?
Ses04F_script03_1_F009,1,it s true the whole business is very poor joke .
Ses02F_script03_1_F000,3,do you think it s them ?
Ses04F_impro08_F025,2,okay . great .
Ses05M_script02_2_F029,2,but i just couldn t help thinking about being somewhere else .
Ses01F_script02_2_M039,4,yeah ?
Ses01F_impro03_F021,1,yeah . we played wheel of fortune pennies . it s like a giant thing with like 
Ses05M_script03_1_M002,3,must be them then ?
Ses02M_script01_3_M026,2,just about all .
Ses01F_script03_1_M001,3,i wonder .
Ses04M_script02_2_M026,2,what you want a divorce ?
Ses01M_impro04_M001,2,it s i ve been trying to find this job i can t get any job .
Ses01F_script02_2_M042,5,we have a great view of the moon from here though huh ?
Ses05M_script02_2_M029,2,now i know . me either
Ses03F_impro08_F016,5,we compensating you for all your 
Ses01M_script01_3_M030,2,he just put it in my pocket that s the kind of guys i had .
Ses02M_impro08_F018,3,so is there any i mean what if they spend something again ?
Ses05F_script01_3_M036,2,and i felt what you said ashamed somehow because nobody had changed at all . it seemed to make suckers out of a whole lot of guys . and
Ses05M_script02_2_M030,2,i m trying the best i can .
Ses02F_impro01_M002,5,right . well . we still need it .
Ses05F_impro03_F039,1,sorry .
Ses04F_script02_1_M036,1,they re swimming right now as if that s the only thing that matters .
Ses05F_impro04_F042,2,would you be willing to make some more calls on my behalf ? i won t i won t make you look bad .
Ses03F_script01_2_M005,2,listen kid 
Ses04M_script02_2_M038,4,yeah ?
Ses03F_impro02_M005,4,what ? you can t do that . three weeks ?
Ses01F_script03_1_F000,3,is it them ?
Ses04M_script02_1_F014,5,what are you so excited about ?
Ses02M_script02_1_M022,4,why not ?
Ses04M_script01_3_M025,2,well i lost them .
Ses01M_script02_1_M017,1,i can t believe i got out of the house without my fly zipped up even .
Ses03M_script01_2_M012,2,okay . calm yourself . just calm yourself .
Ses05M_impro02_F017,3,but so many people have died .
Ses01M_impro02_M018,2,we re going to be okay .
Ses04M_script01_1_M001,5,he was out here when it broke .
Ses05M_script03_2_F012,5,it s becoming a habit with you .
Ses03M_impro05b_M016,0,soon as you . . .that s not good enough okay ?
Ses02M_impro08_F006,5,sorry . okay . um yes
Ses05F_script02_1_F016,5,yes .
Ses01M_script03_1_M003,3,we re okay right darling ? whatever happens we re okay ?
Ses03M_script01_1_M004,2,no . i figured the best thing to do was leave him alone .
Ses03F_impro03_M009,4,oh 
Ses03F_script02_2_F024,2,i don t want to remember something .
Ses02M_script03_1_M003,3,we re all right darling aren t we whatever happens ?
Ses05F_script03_1_F031,1,oh ridiculous . utterly ridiculous
Ses05F_impro05_M050,5,and while i really would love to be able to hand you your bag right now obviously i can t do that .
Ses05M_script01_3_M001,1,so you re not sorry i came ?
Ses01F_script02_2_F001,5,about what ?
Ses01F_script01_2_M010,2,what do you want me to do ? what do you want ?
Ses01F_script03_2_F026,0,on the contrary a child of two can get violently drunk on only one glass of brandy .
Ses03F_script01_1_M006,5,i guess he is .
Ses04F_impro07_M049,1,good . alright we re so happy .
Ses02F_impro01_M007,2,i know it gets long but i can t do anything without your do you have social security card maybe ?
Ses03M_script03_2_M021,5,i think that
Ses01M_script03_2_F027,0,you always had a weak head .
Ses03M_impro05a_F007,5,you re at me and i m going to try to help you out sir but you just have to cooperate with me 
Ses02F_script03_1_F000,3,do you think it s them ?
Ses01F_impro04_M003,5,uh huh .
Ses05F_impro02_F006,3,iraq .
Ses02F_script01_3_F023,2,yeah sure .
Ses04M_script01_1_F002,4,when ?
Ses02M_script03_2_M032,5,all right . i will .
Ses01F_impro05_M033,4,why ? have i done something wrong ? have i given you bad service ? i feel like i have done the best i could .
Ses03F_impro01_F009,2,but you don t understand . i cannot get back in line because i have to go back to work . i will get fired if i don t leave here .
Ses05M_impro01_M016,2,shh . . .i know you ve got the power to do that .
Ses05M_impro04_F026,5,sorry . so let s see . what else ? what s available ? what ? um . hmm .
Ses01F_script03_1_M002,3,it must be them then .
Ses01F_impro04_M005,5,he s like a manager for a theatre .
Ses05M_script03_2_M041,0,you are a vile tempered wicked living evil little beast . and i hope i never set eyes on you ever again .
Ses02M_script03_1_F007,1,yes i should probably to a court curtsey .
Ses04F_impro03_M002,4,are you serious ? you re getting married .
Ses01F_impro05_M033,4,why ? have i done something wrong ? have i given you bad service ? i feel like i have done the best i could .
Ses03F_script03_1_F002,3,i mean nobody knows we re here except for freda and she wouldn t ring up .
Ses02M_script02_2_M038,2,no i know . but still i know i don t make you happy .
Ses05M_impro01_F003,5,yeah . so i can t i can t do anything 
Ses04M_impro07_F003,1,know you applied to u .s .c . .
Ses03M_impro08a_M000,5,hello . this is viacom services . how can i help you ?
Ses05F_impro07_M034,1,tomorrow tomorrow tomorrow 
Ses01F_script02_1_M030,4,for real ?
Ses03M_script01_2_M017,0,what do i got to hide ? huh ? what the hell s the matter with you kate ?
Ses01M_impro03_M021,5,and then we can honeymoon . i want to go tropical though like bahamas or like tahiti or something . i just want to like beach and like drink .
Ses02F_impro08_M009,5,well you know we wanted to we wanted to go to maui and that was a
Ses04F_impro04_M025,2,look if i could give you a job if i could give you a job i would but i mean i m not in that position . i m 
Ses02F_script02_2_M024,2,well what ? you want me to breathe in your ear ?
Ses02F_impro05_F002,4,some problems ? what is that supposed to mean ?
Ses05M_impro06_M006,2,he was a designer you know . but he did everything . you know he painted and he and he did costume design he did set design he did lighting he was 
Ses05F_script02_2_M031,2,no i know me either .
Ses01M_script02_2_F039,4,yes don t be ridiculous . don t you know that ?
Ses04M_script02_1_M019,2,yeah but that moment on the beach is the highlight of their little lives . i mean all that flopping around is laying eggs or what do you spawning or mating something like that .
Ses05M_impro02_M011,2,i don t want to the kids . you ve got to take care of them . you ve got you ve got to 
Ses03M_impro03_M017,1,i got all the character animals to do a conga line 
Ses03M_impro08a_F028,2,no no no . i didn t choose to live here . i work there . okay ? yeah . work work work
Ses05F_impro02_M019,4,your your mom you want me to move in with your mom ?
Ses05F_impro03_M049,1,so i was one of the first ones ? that makes me feel so important .
Ses01F_script03_1_M001,3,i wonder .
Ses01M_impro02_M009,2,so yeah we leave tomorrow . . .
Ses01M_impro03_M019,1,what should we do ? where should we get married ? we should have party .
Ses05M_script02_1_F019,2,we didn t see them the first time either .
Ses04F_script01_1_F037,0,must you be inspired ?
Ses01F_script02_2_M047,5,do you want to go home ? are you cold ?
Ses04M_impro05_M027,2,but what i m talk but i m just just please let me 
Ses05M_impro04_M035,2,you and me both .
Ses02F_impro01_F023,2,well thank you very much . you ve been very helpful .
Ses03M_impro03_F028,4,what ?
Ses05F_script02_1_M025,4,for real ?
Ses04F_script01_2_M015,2,alright . alright . calm yourself .
Ses02F_impro06_M001,5,wow that s horrible .
Ses03F_script02_2_M042,5,are you still cold ? do you want to go home ?
Ses05M_script01_1_F025,5,well what if she feels like your father ? and how do you know she will marry you ?
Ses01M_impro06_F024,5,how long did you know each other ?
Ses01F_script01_2_F014,2,i can t help it .
Ses01M_script02_2_M019,5,you were fine during the phone call from marge dinner was okay doing the dishes was fine .
Ses03M_impro07_F004,4,no . you didn t get into production . there s no way .
Ses02M_script01_1_M015,2,all right . all right . listen to me .
Ses04F_impro02_F010,2,i mean i m the one who has to leave here . i m the one who has to leave the two of you . at least you get to be together .
Ses03F_script02_2_F023,1,dancing barefoot in the sand . drinking out of a bottle of champagne .
Ses04M_script03_2_M014,0,so am i bored stiff .
Ses01M_script01_1_M026,2,so what ? i m just i m not fast with women .
Ses03M_script03_2_M038,0,no i ll do no such thing .
Ses05F_impro04_M026,5,but you have to keep trying . you can t give up .
Ses01M_impro06_M007,2,he kind of didn t have anyone to take care of that for him so 
Ses05M_script03_1_F031,5,you knew there was nothing in that .
Ses05M_script03_1_M021,1,no no that is quit laughable . the cutting little mystery all done with mirrors .
